Starting command dump from offset 0xe0
0x0000acd3: 0x0000acd4: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000acd7: 0x0000acd8: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000acdb: 0x0000acdc: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000acdf: 0x0000ace0: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ace3: 0x0000ace6: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ace9: 0x0000acea: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000aced: 0x0000acee: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000acf1: 0x0000acf2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000acf5: 0x0000acf6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000acf9: 0x0000acfc: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000acff: 0x0000ad00: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000ad03: 0x0000ad04: 0xbc (WS Write) - Port: 0x2, Val: 0x4c
0x0000ad07: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000ad0a: 0x0000ad0b: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ad0e: 0x0000ad0f: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ad12: 0x0000ad13: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ad16: 0x0000ad19: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ad1c: 0x0000ad1d: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000ad20: 0x0000ad21: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ad24: 0x0000ad25: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ad28: 0x0000ad29: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ad2c: 0x0000ad2f: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ad32: 0x0000ad33: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000ad36: 0x0000ad37: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ad3a: 0x0000ad3b: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ad3e: 0x0000ad3f: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ad42: 0x0000ad45: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ad48: 0x0000ad49: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000ad4c: 0x0000ad4d: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ad50: 0x0000ad51: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ad54: 0x0000ad55: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ad58: 0x0000ad5b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ad5e: 0x0000ad5f: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000ad62: 0x0000ad63: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ad66: 0x0000ad67: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ad6a: 0x0000ad6b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ad6e: 0x0000ad71: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ad74: 0x0000ad75: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000ad78: 0x0000ad79: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ad7c: 0x0000ad7d: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ad80: 0x0000ad81: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ad84: 0x0000ad87: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ad8a: 0x0000ad8b: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000ad8e: 0x0000ad8f: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ad92: 0x0000ad93: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ad96: 0x0000ad97: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ad9a: 0x0000ad9d: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ada0: 0x0000ada1: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000ada4: 0x0000ada5: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ada8: 0x0000ada9: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000adac: 0x0000adad: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000adb0: 0x0000adb3: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000adb6: 0x0000adb7: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x0000adba: 0x0000adbb: 0xbc (WS Write) - Port: 0x2, Val: 0x4c
0x0000adbe: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000adc1: 0x0000adc2: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000adc5: 0x0000adc6: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000adc9: 0x0000adca: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000adcd: 0x0000add0: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000add3: 0x0000add4: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000add7: 0x0000add8: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000addb: 0x0000addc: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000addf: 0x0000ade0: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ade3: 0x0000ade6: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ade9: 0x0000adea: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000aded: 0x0000adee: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000adf1: 0x0000adf2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000adf5: 0x0000adf6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000adf9: 0x0000adfc: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000adff: 0x0000ae00: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000ae03: 0x0000ae04: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ae07: 0x0000ae08: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ae0b: 0x0000ae0c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ae0f: 0x0000ae12: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ae15: 0x0000ae16: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000ae19: 0x0000ae1a: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ae1d: 0x0000ae1e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ae21: 0x0000ae22: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ae25: 0x0000ae28: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ae2b: 0x0000ae2c: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000ae2f: 0x0000ae30: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ae33: 0x0000ae34: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000ae37: 0x0000ae38: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ae3b: 0x0000ae3e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ae41: 0x0000ae42: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000ae45: 0x0000ae46: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ae49: 0x0000ae4a: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000ae4d: 0x0000ae4e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ae51: 0x0000ae54: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ae57: 0x0000ae58: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000ae5b: 0x0000ae5c: 0xbc (WS Write) - Port: 0x2, Val: 0x72
0x0000ae5f: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x0000ae62: 0x0000ae63: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000ae66: 0x0000ae67: 0xbc (WS Write) - Port: 0x4, Val: 0xb
0x0000ae6a: 0xbc (WS Write) - Port: 0x5, Val: 0x7
0x0000ae6d: 0x0000ae6e: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000ae71: 0x0000ae72: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000ae75: 0x0000ae76: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ae79: 0x0000ae7c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ae7f: 0x0000ae80: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000ae83: 0x0000ae84: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000ae87: 0x0000ae88: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000ae8b: 0x0000ae8c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000ae8f: 0x0000ae92: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000ae95: 0x0000ae96: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000ae99: 0x0000ae9a: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000ae9d: 0x0000ae9e: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000aea1: 0x0000aea2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000aea5: 0x0000aea8: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000aeab: 0x0000aeac: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000aeaf: 0x0000aeb0: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000aeb3: 0x0000aeb4: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000aeb7: 0x0000aeb8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000aebb: 0x0000aebe: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000aec1: 0x0000aec2: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000aec5: 0x0000aec6: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000aec9: 0x0000aeca: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000aecd: 0x0000aece: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000aed1: 0x0000aed4: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000aed7: 0x0000aed8: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000aedb: 0x0000aedc: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000aedf: 0x0000aee0: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000aee3: 0x0000aee4: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000aee7: 0x0000aeea: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000aeed: 0x0000aeee: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000aef1: 0x0000aef2: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000aef5: 0x0000aef6: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000aef9: 0x0000aefa: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000aefd: 0x0000af00: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000af03: 0x0000af04: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000af07: 0x0000af08: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000af0b: 0x0000af0c: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000af0f: 0x0000af10: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000af13: 0x0000af16: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000af19: 0x0000af1a: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x0000af1d: 0x0000af1e: 0xbc (WS Write) - Port: 0x2, Val: 0x72
0x0000af21: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x0000af24: 0x0000af25: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000af28: 0x0000af29: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000af2c: 0x0000af2d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000af30: 0x0000af33: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000af36: 0x0000af37: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000af3a: 0x0000af3b: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000af3e: 0x0000af3f: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000af42: 0x0000af43: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000af46: 0x0000af49: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000af4c: 0x0000af4d: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000af50: 0x0000af51: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000af54: 0x0000af55: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000af58: 0x0000af59: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000af5c: 0x0000af5f: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000af62: 0x0000af63: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000af66: 0x0000af67: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000af6a: 0x0000af6b: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000af6e: 0x0000af6f: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000af72: 0x0000af75: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000af78: 0x0000af79: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000af7c: 0x0000af7d: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000af80: 0x0000af81: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000af84: 0x0000af85: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000af88: 0x0000af8b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000af8e: 0x0000af8f: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000af92: 0x0000af93: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000af96: 0x0000af97: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000af9a: 0x0000af9b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000af9e: 0x0000afa1: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000afa4: 0x0000afa5: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000afa8: 0x0000afa9: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000afac: 0x0000afad: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000afb0: 0x0000afb1: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000afb4: 0x0000afb7: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000afba: 0x0000afbb: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000afbe: 0x0000afbf: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x0000afc2: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000afc5: 0x0000afc6: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000afc9: 0x0000afca: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000afcd: 0x0000afce: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000afd1: 0x0000afd4: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000afd7: 0x0000afd8: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000afdb: 0x0000afdc: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000afdf: 0x0000afe0: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000afe3: 0x0000afe4: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000afe7: 0x0000afea: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000afed: 0x0000afee: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000aff1: 0x0000aff2: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000aff5: 0x0000aff6: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000aff9: 0x0000affa: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000affd: 0x0000b000: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b003: 0x0000b004: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b007: 0x0000b008: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b00b: 0x0000b00c: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b00f: 0x0000b010: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b013: 0x0000b016: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b019: 0x0000b01a: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b01d: 0x0000b01e: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b021: 0x0000b022: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b025: 0x0000b026: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b029: 0x0000b02c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b02f: 0x0000b030: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b033: 0x0000b034: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b037: 0x0000b038: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b03b: 0x0000b03c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b03f: 0x0000b042: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b045: 0x0000b046: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b049: 0x0000b04a: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b04d: 0x0000b04e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b051: 0x0000b052: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b055: 0x0000b058: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b05b: 0x0000b05c: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b05f: 0x0000b060: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b063: 0x0000b064: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b067: 0x0000b068: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b06b: 0x0000b06e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b071: 0x0000b072: 0xbc (WS Write) - Port: 0x9, Val: 0x33
0x0000b075: 0x0000b076: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x0000b079: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000b07c: 0x0000b07d: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b080: 0x0000b081: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b084: 0x0000b085: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b088: 0x0000b08b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b08e: 0x0000b08f: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000b092: 0x0000b093: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b096: 0x0000b097: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b09a: 0x0000b09b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b09e: 0x0000b0a1: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b0a4: 0x0000b0a5: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000b0a8: 0x0000b0a9: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b0ac: 0x0000b0ad: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b0b0: 0x0000b0b1: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b0b4: 0x0000b0b7: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b0ba: 0x0000b0bb: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000b0be: 0x0000b0bf: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b0c2: 0x0000b0c3: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b0c6: 0x0000b0c7: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b0ca: 0x0000b0cd: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b0d0: 0x0000b0d1: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b0d4: 0x0000b0d5: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b0d8: 0x0000b0d9: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b0dc: 0x0000b0dd: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b0e0: 0x0000b0e3: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b0e6: 0x0000b0e7: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b0ea: 0x0000b0eb: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b0ee: 0x0000b0ef: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b0f2: 0x0000b0f3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b0f6: 0x0000b0f9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b0fc: 0x0000b0fd: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b100: 0x0000b101: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b104: 0x0000b105: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b108: 0x0000b109: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b10c: 0x0000b10f: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b112: 0x0000b113: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b116: 0x0000b117: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b11a: 0x0000b11b: 0xbc (WS Write) - Port: 0x4, Val: 0xb9
0x0000b11e: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x0000b121: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000b124: 0x0000b125: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b128: 0x0000b129: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b12c: 0x0000b12f: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b132: 0x0000b133: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b136: 0x0000b137: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b13a: 0x0000b13b: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b13e: 0x0000b13f: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b142: 0x0000b145: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b148: 0x0000b149: 0xbc (WS Write) - Port: 0x9, Val: 0x10
0x0000b14c: 0x0000b14d: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b150: 0x0000b151: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b154: 0x0000b155: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b158: 0x0000b15b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b15e: 0x0000b15f: 0xbc (WS Write) - Port: 0x9, Val: 0x10
0x0000b162: 0x0000b163: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b166: 0x0000b167: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b16a: 0x0000b16b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b16e: 0x0000b171: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b174: 0x0000b175: 0xbc (WS Write) - Port: 0x9, Val: 0x10
0x0000b178: 0x0000b179: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b17c: 0x0000b17d: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b180: 0x0000b181: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b184: 0x0000b187: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b18a: 0x0000b18b: 0xbc (WS Write) - Port: 0x9, Val: 0x10
0x0000b18e: 0x0000b18f: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b192: 0x0000b193: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b196: 0x0000b197: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b19a: 0x0000b19d: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b1a0: 0x0000b1a1: 0xbc (WS Write) - Port: 0x9, Val: 0x10
0x0000b1a4: 0x0000b1a5: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b1a8: 0x0000b1a9: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b1ac: 0x0000b1ad: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b1b0: 0x0000b1b3: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b1b6: 0x0000b1b7: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b1ba: 0x0000b1bb: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b1be: 0x0000b1bf: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b1c2: 0x0000b1c3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b1c6: 0x0000b1c9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b1cc: 0x0000b1cd: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b1d0: 0x0000b1d1: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b1d4: 0x0000b1d5: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b1d8: 0x0000b1d9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b1dc: 0x0000b1df: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b1e2: 0x0000b1e3: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b1e6: 0x0000b1e7: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b1ea: 0x0000b1eb: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b1ee: 0x0000b1ef: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b1f2: 0x0000b1f5: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b1f8: 0x0000b1f9: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b1fc: 0x0000b1fd: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b200: 0x0000b201: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b204: 0x0000b205: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b208: 0x0000b20b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b20e: 0x0000b20f: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b212: 0x0000b213: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b216: 0x0000b217: 0xbc (WS Write) - Port: 0xb, Val: 0x31
