Starting command dump from offset 0xe0
0x0000b21a: 0x0000b21b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b21e: 0x0000b221: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b224: 0x0000b225: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b228: 0x0000b229: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b22c: 0x0000b22d: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b230: 0x0000b231: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b234: 0x0000b237: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b23a: 0x0000b23b: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b23e: 0x0000b23f: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b242: 0x0000b243: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b246: 0x0000b247: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b24a: 0x0000b24d: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b250: 0x0000b251: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b254: 0x0000b255: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b258: 0x0000b259: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b25c: 0x0000b25d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b260: 0x0000b263: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b266: 0x0000b267: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b26a: 0x0000b26b: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b26e: 0x0000b26f: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b272: 0x0000b273: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b276: 0x0000b279: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b27c: 0x0000b27d: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b280: 0x0000b281: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x0000b284: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000b287: 0x0000b288: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b28b: 0x0000b28c: 0xbc (WS Write) - Port: 0xb, Val: 0x31
0x0000b28f: 0x0000b290: 0xbc (WS Write) - Port: 0x6, Val: 0xb9
0x0000b293: 0xbc (WS Write) - Port: 0x7, Val: 0x6
0x0000b296: 0x0000b297: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b29a: 0x0000b29b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b29e: 0x0000b2a1: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b2a4: 0x0000b2a5: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000b2a8: 0x0000b2a9: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b2ac: 0x0000b2ad: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b2b0: 0x0000b2b1: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b2b4: 0x0000b2b7: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b2ba: 0x0000b2bb: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000b2be: 0x0000b2bf: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b2c2: 0x0000b2c3: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b2c6: 0x0000b2c7: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b2ca: 0x0000b2cd: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b2d0: 0x0000b2d1: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b2d4: 0x0000b2d5: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b2d8: 0x0000b2d9: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b2dc: 0x0000b2dd: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b2e0: 0x0000b2e3: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b2e6: 0x0000b2e7: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b2ea: 0x0000b2eb: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b2ee: 0x0000b2ef: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b2f2: 0x0000b2f3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b2f6: 0x0000b2f9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b2fc: 0x0000b2fd: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b300: 0x0000b301: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b304: 0x0000b305: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b308: 0x0000b309: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b30c: 0x0000b30f: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b312: 0x0000b313: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b316: 0x0000b317: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b31a: 0x0000b31b: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b31e: 0x0000b31f: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b322: 0x0000b325: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b328: 0x0000b329: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b32c: 0x0000b32d: 0xbc (WS Write) - Port: 0x2, Val: 0x7b
0x0000b330: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000b333: 0x0000b334: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b337: 0x0000b338: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b33b: 0x0000b33c: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b33f: 0x0000b342: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b345: 0x0000b346: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000b349: 0x0000b34a: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b34d: 0x0000b34e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b351: 0x0000b352: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b355: 0x0000b358: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b35b: 0x0000b35c: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000b35f: 0x0000b360: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b363: 0x0000b364: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b367: 0x0000b368: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b36b: 0x0000b36e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b371: 0x0000b372: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000b375: 0x0000b376: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b379: 0x0000b37a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b37d: 0x0000b37e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b381: 0x0000b384: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b387: 0x0000b388: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b38b: 0x0000b38c: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b38f: 0x0000b390: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b393: 0x0000b394: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b397: 0x0000b39a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b39d: 0x0000b39e: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b3a1: 0x0000b3a2: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b3a5: 0x0000b3a6: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b3a9: 0x0000b3aa: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b3ad: 0x0000b3b0: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b3b3: 0x0000b3b4: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b3b7: 0x0000b3b8: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b3bb: 0x0000b3bc: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b3bf: 0x0000b3c0: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b3c3: 0x0000b3c6: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b3c9: 0x0000b3ca: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b3cd: 0x0000b3ce: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b3d1: 0x0000b3d2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b3d5: 0x0000b3d6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b3d9: 0x0000b3dc: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b3df: 0x0000b3e0: 0xbc (WS Write) - Port: 0x0, Val: 0xb9
0x0000b3e3: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x0000b3e6: 0x0000b3e7: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b3ea: 0x0000b3eb: 0xbc (WS Write) - Port: 0x2, Val: 0x72
0x0000b3ee: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x0000b3f1: 0x0000b3f2: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b3f5: 0x0000b3f6: 0xbc (WS Write) - Port: 0x4, Val: 0x26
0x0000b3f9: 0xbc (WS Write) - Port: 0x5, Val: 0x7
0x0000b3fc: 0x0000b3fd: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000b400: 0x0000b401: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b404: 0x0000b405: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b408: 0x0000b40b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b40e: 0x0000b40f: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000b412: 0x0000b413: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b416: 0x0000b417: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b41a: 0x0000b41b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b41e: 0x0000b421: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b424: 0x0000b425: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000b428: 0x0000b429: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b42c: 0x0000b42d: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b430: 0x0000b431: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b434: 0x0000b437: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b43a: 0x0000b43b: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b43e: 0x0000b43f: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b442: 0x0000b443: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b446: 0x0000b447: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b44a: 0x0000b44d: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b450: 0x0000b451: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b454: 0x0000b455: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b458: 0x0000b459: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b45c: 0x0000b45d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b460: 0x0000b463: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b466: 0x0000b467: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b46a: 0x0000b46b: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b46e: 0x0000b46f: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b472: 0x0000b473: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b476: 0x0000b479: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b47c: 0x0000b47d: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b480: 0x0000b481: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b484: 0x0000b485: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b488: 0x0000b489: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b48c: 0x0000b48f: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b492: 0x0000b493: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b496: 0x0000b497: 0xbc (WS Write) - Port: 0x2, Val: 0x72
0x0000b49a: 0xbc (WS Write) - Port: 0x3, Val: 0x5
0x0000b49d: 0x0000b49e: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b4a1: 0x0000b4a2: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b4a5: 0x0000b4a6: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b4a9: 0x0000b4ac: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b4af: 0x0000b4b0: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000b4b3: 0x0000b4b4: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b4b7: 0x0000b4b8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b4bb: 0x0000b4bc: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b4bf: 0x0000b4c2: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b4c5: 0x0000b4c6: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000b4c9: 0x0000b4ca: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b4cd: 0x0000b4ce: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b4d1: 0x0000b4d2: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b4d5: 0x0000b4d8: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b4db: 0x0000b4dc: 0xbc (WS Write) - Port: 0x9, Val: 0x30
0x0000b4df: 0x0000b4e0: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b4e3: 0x0000b4e4: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b4e7: 0x0000b4e8: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b4eb: 0x0000b4ee: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b4f1: 0x0000b4f2: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b4f5: 0x0000b4f6: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b4f9: 0x0000b4fa: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b4fd: 0x0000b4fe: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b501: 0x0000b504: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b507: 0x0000b508: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b50b: 0x0000b50c: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b50f: 0x0000b510: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b513: 0x0000b514: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b517: 0x0000b51a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b51d: 0x0000b51e: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b521: 0x0000b522: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b525: 0x0000b526: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b529: 0x0000b52a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b52d: 0x0000b530: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b533: 0x0000b534: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b537: 0x0000b538: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b53b: 0x0000b53c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b53f: 0x0000b540: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b543: 0x0000b546: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b549: 0x0000b54a: 0xbc (WS Write) - Port: 0x9, Val: 0x20
0x0000b54d: 0x0000b54e: 0xbc (WS Write) - Port: 0x2, Val: 0xa5
0x0000b551: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000b554: 0x0000b555: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b558: 0x0000b559: 0xbc (WS Write) - Port: 0x4, Val: 0x26
0x0000b55c: 0xbc (WS Write) - Port: 0x5, Val: 0x7
0x0000b55f: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000b562: 0x0000b563: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b566: 0x0000b567: 0xbc (WS Write) - Port: 0x6, Val: 0xb9
0x0000b56a: 0xbc (WS Write) - Port: 0x7, Val: 0x6
0x0000b56d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b570: 0x0000b571: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b574: 0x0000b577: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b57a: 0x0000b57b: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000b57e: 0x0000b57f: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b582: 0x0000b583: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b586: 0x0000b587: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b58a: 0x0000b58d: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b590: 0x0000b591: 0xbc (WS Write) - Port: 0x9, Val: 0x66
0x0000b594: 0x0000b595: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b598: 0x0000b599: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b59c: 0x0000b59d: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b5a0: 0x0000b5a3: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b5a6: 0x0000b5a7: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b5aa: 0x0000b5ab: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b5ae: 0x0000b5af: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b5b2: 0x0000b5b3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b5b6: 0x0000b5b9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b5bc: 0x0000b5bd: 0xbc (WS Write) - Port: 0x9, Val: 0x55
0x0000b5c0: 0x0000b5c1: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b5c4: 0x0000b5c5: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b5c8: 0x0000b5c9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b5cc: 0x0000b5cf: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b5d2: 0x0000b5d3: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b5d6: 0x0000b5d7: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b5da: 0x0000b5db: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b5de: 0x0000b5df: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b5e2: 0x0000b5e5: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b5e8: 0x0000b5e9: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b5ec: 0x0000b5ed: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b5f0: 0x0000b5f1: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b5f4: 0x0000b5f5: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b5f8: 0x0000b5fb: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b5fe: 0x0000b5ff: 0xbc (WS Write) - Port: 0x9, Val: 0x44
0x0000b602: 0x0000b603: 0xbc (WS Write) - Port: 0x2, Val: 0xa5
0x0000b606: 0xbc (WS Write) - Port: 0x3, Val: 0x6
0x0000b609: 0x0000b60a: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b60d: 0x0000b60e: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b611: 0x0000b612: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b615: 0x0000b618: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b61b: 0x0000b61c: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000b61f: 0x0000b620: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b623: 0x0000b624: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b627: 0x0000b628: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b62b: 0x0000b62e: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b631: 0x0000b632: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000b635: 0x0000b636: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b639: 0x0000b63a: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b63d: 0x0000b63e: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b641: 0x0000b644: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b647: 0x0000b648: 0xbc (WS Write) - Port: 0x9, Val: 0x3
0x0000b64b: 0x0000b64c: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b64f: 0x0000b650: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b653: 0x0000b654: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b657: 0x0000b65a: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b65d: 0x0000b65e: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b661: 0x0000b662: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b665: 0x0000b666: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b669: 0x0000b66a: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b66d: 0x0000b670: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b673: 0x0000b674: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b677: 0x0000b678: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b67b: 0x0000b67c: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b67f: 0x0000b680: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b683: 0x0000b686: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b689: 0x0000b68a: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b68d: 0x0000b68e: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b691: 0x0000b692: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b695: 0x0000b696: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b699: 0x0000b69c: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b69f: 0x0000b6a0: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b6a3: 0x0000b6a4: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b6a7: 0x0000b6a8: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b6ab: 0x0000b6ac: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b6af: 0x0000b6b2: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b6b5: 0x0000b6b6: 0xbc (WS Write) - Port: 0x0, Val: 0xb9
0x0000b6b9: 0xbc (WS Write) - Port: 0x1, Val: 0x6
0x0000b6bc: 0x0000b6bd: 0xbc (WS Write) - Port: 0x9, Val: 0x2
0x0000b6c0: 0x0000b6c1: 0xbc (WS Write) - Port: 0xa, Val: 0x22
0x0000b6c4: 0x0000b6c5: 0xbc (WS Write) - Port: 0x4, Val: 0xb9
0x0000b6c8: 0xbc (WS Write) - Port: 0x5, Val: 0x6
0x0000b6cb: 0xbc (WS Write) - Port: 0xc, Val: 0x0
0x0000b6ce: 0x0000b6cf: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b6d2: 0x0000b6d3: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b6d6: 0x0000b6d9: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b6dc: 0x0000b6dd: 0xbc (WS Write) - Port: 0x9, Val: 0x1
0x0000b6e0: 0x0000b6e1: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b6e4: 0x0000b6e5: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b6e8: 0x0000b6e9: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b6ec: 0x0000b6ef: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b6f2: 0x0000b6f3: 0xbc (WS Write) - Port: 0x9, Val: 0x1
0x0000b6f6: 0x0000b6f7: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b6fa: 0x0000b6fb: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b6fe: 0x0000b6ff: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b702: 0x0000b705: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b708: 0x0000b709: 0xbc (WS Write) - Port: 0x9, Val: 0x1
0x0000b70c: 0x0000b70d: 0xbc (WS Write) - Port: 0xa, Val: 0x34
0x0000b710: 0x0000b711: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b714: 0x0000b715: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b718: 0x0000b71b: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b71e: 0x0000b71f: 0xbc (WS Write) - Port: 0x9, Val: 0x1
0x0000b722: 0x0000b723: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b726: 0x0000b727: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b72a: 0x0000b72b: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b72e: 0x0000b731: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b734: 0x0000b735: 0xbc (WS Write) - Port: 0x9, Val: 0x1
0x0000b738: 0x0000b739: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b73c: 0x0000b73d: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b740: 0x0000b741: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b744: 0x0000b747: 0xbc (WS Write) - Port: 0x8, Val: 0x77
0x0000b74a: 0x0000b74b: 0xbc (WS Write) - Port: 0x9, Val: 0x0
0x0000b74e: 0x0000b74f: 0xbc (WS Write) - Port: 0xa, Val: 0x33
0x0000b752: 0x0000b753: 0xbc (WS Write) - Port: 0xb, Val: 0x21
0x0000b756: 0x0000b757: 0xbc (WS Write) - Port: 0x10, Val: 0x4f
0x0000b75a: 0x0000b75d: 0xbc (WS Write) - Port: 0x8, Val: 0x77
